week,line,node,sku,degree
49,19,TURIA MARZEN|1/3|PACK|KR00607,TURIA MARZEN|1/3|PACK|KR00607,32.0
49,19,TURIA MARZEN|1/3|PACK|KR00609,TURIA MARZEN|1/3|PACK|KR00609,4.0
49,19,UNLAGUER|1/3|P24|KR6BNUL3,UNLAGUER|1/3|P24|KR6BNUL3,12.0
49,19,VICTORIA|1/2|UNI|KR82805,VICTORIA|1/2|UNI|KR82805,20.0
49,19,VICTORIA|1/2|UNI|KR82806,VICTORIA|1/2|UNI|KR82806,14.0
49,19,VICTORIA|1/2|UNI|KR82808,VICTORIA|1/2|UNI|KR82808,12.0
49,19,VICTORIA|1/2|UNI|KR82809,VICTORIA|1/2|UNI|KR82809,4.0
49,19,VICTORIA|1/3|P12|KR81115,VICTORIA|1/3|P12|KR81115,2.0
49,19,VICTORIA|1/3|UNI|KR81120,VICTORIA|1/3|UNI|KR81120,4.0
49,19,VOLL DAMM|1/2|UNI|KR02702,VOLL DAMM|1/2|UNI|KR02702,22.0
49,19,VOLL DAMM|1/2|UNI|KR02705,VOLL DAMM|1/2|UNI|KR02705,22.0
49,19,VOLL DAMM|1/3|P12|KR00525,VOLL DAMM|1/3|P12|KR00525,34.0
49,19,VOLL DAMM|1/3|P12|KR00528,VOLL DAMM|1/3|P12|KR00528,44.0
49,19,VOLL DAMM|1/3|UNI|KR00528,VOLL DAMM|1/3|UNI|KR00528,2.0
49,19,XIBECA|1/2|UNI|KR00203,XIBECA|1/2|UNI|KR00203,14.0
49,19,XIBECA|1/2|UNI|KR00204,XIBECA|1/2|UNI|KR00204,2.0
49,19,XIBECA|1/3|P12|KR00716,XIBECA|1/3|P12|KR00716,10.0
49,19,XIBECA|1/3|P12|KR00718,XIBECA|1/3|P12|KR00718,14.0
49,19,XIBECA|1/3|P12|KR00719,XIBECA|1/3|P12|KR00719,18.0
49,19,XIBECA|1/3|PACK|KR00716,XIBECA|1/3|PACK|KR00716,2.0
49,19,XIBECA|1/3|PACK|KR00718,XIBECA|1/3|PACK|KR00718,2.0
49,19,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,2.0
50,14,ARGUS|1/3|P12|KR6BNAGI,ARGUS|1/3|P12|KR6BNAGI,2.0
50,14,AURUM|1/3|P12|KR6BNAU7,AURUM|1/3|P12|KR6BNAU7,14.0
50,14,BOCK DAMM|1/3|UNI|KR02512,BOCK DAMM|1/3|UNI|KR02512,2.0
50,14,COMPLOT|1/3|UNI|KR05002,COMPLOT|1/3|UNI|KR05002,4.0
50,14,COVIRAN|1/3|P12|KR6BNCDB,COVIRAN|1/3|P12|KR6BNCDB,8.0
50,14,DAMM LEMON|1/3|UNI|KR00926,DAMM LEMON|1/3|UNI|KR00926,4.0
50,14,DAMM LEMON|1/3|UNI|KR00928,DAMM LEMON|1/3|UNI|KR00928,14.0
50,14,"DAURA 0,0|1/3|PACK|KR06400","DAURA 0,0|1/3|PACK|KR06400",4.0
50,14,DAURA IPA|1/3|PACK|KR06900,DAURA IPA|1/3|PACK|KR06900,4.0
50,14,DAURA|1/3|PACK|KR07000,DAURA|1/3|PACK|KR07000,2.0
50,14,DAURA|1/3|UNI|KR02209,DAURA|1/3|UNI|KR02209,2.0
50,14,EMD BRAU|1/3|P12|KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,76.0
50,14,ESTRELLA DAMM|1/2|UNI|KR00127,ESTRELLA DAMM|1/2|UNI|KR00127,2.0
50,14,ESTRELLA DAMM|1/3|P24|KR00443,ESTRELLA DAMM|1/3|P24|KR00443,2.0
50,14,ESTRELLA DAMM|1/3|P24|KR02332,ESTRELLA DAMM|1/3|P24|KR02332,4.0
50,14,ESTRELLA DAMM|1/3|P24|KR02336,ESTRELLA DAMM|1/3|P24|KR02336,2.0
50,14,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,10.0
50,14,ESTRELLA DAMM|1/3|P6|KR02321,ESTRELLA DAMM|1/3|P6|KR02321,4.0
50,14,ESTRELLA DAMM|1/3|P6|KR02335,ESTRELLA DAMM|1/3|P6|KR02335,16.0
50,14,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,64.0
50,14,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,62.0
50,14,ESTRELLA DAMM|1/3|UNI|KR00442,ESTRELLA DAMM|1/3|UNI|KR00442,2.0
50,14,ESTRELLA DAMM|1/3|UNI|KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,63.0
50,14,ESTRELLA DAMM|1/3|UNI|KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,78.0
50,14,ESTRELLA DAMM|1/3|UNI|KR00445,ESTRELLA DAMM|1/3|UNI|KR00445,2.0
50,14,ESTRELLA DAMM|1/3|UNI|KR02320,ESTRELLA DAMM|1/3|UNI|KR02320,2.0
50,14,ESTRELLA DAMM|1/3|UNI|KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,6.0
50,14,ESTRELLA DAMM|1/3|UNI|KR02610,ESTRELLA DAMM|1/3|UNI|KR02610,4.0
50,14,ESTRELLA DAMM|1/3|UNI|KR02611,ESTRELLA DAMM|1/3|UNI|KR02611,4.0
50,14,ESTRELLA LEVANTE|1/3|UNI|KR00342,ESTRELLA LEVANTE|1/3|UNI|KR00342,12.0
50,14,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,2.0
50,14,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,2.0
50,14,FREE DAMM LIMON|1/3|UNI|KR01819,FREE DAMM LIMON|1/3|UNI|KR01819,2.0
50,14,FREE DAMM TOSTADA|1/3|PACK|KR04806,FREE DAMM TOSTADA|1/3|PACK|KR04806,2.0
50,14,FREE DAMM TOSTADA|1/3|UNI|KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,4.0
50,14,FREE DAMM|1/3|UNI|KR00032,FREE DAMM|1/3|UNI|KR00032,6.0
50,14,FREE DAMM|1/3|UNI|KR00038,FREE DAMM|1/3|UNI|KR00038,4.0
50,14,INNIS & GUNN|1/3|P24|KR6BNIG0,INNIS & GUNN|1/3|P24|KR6BNIG0,2.0
50,14,KELER|1/3|UNI|KR80025,KELER|1/3|UNI|KR80025,8.0
50,14,LA FRÍA|1/3|P24|KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,24.0
50,14,MARK SPENCER|1/3|UNI|KR61500,MARK SPENCER|1/3|UNI|KR61500,6.0
50,14,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,10.0
50,14,ORO|1/3|UNI|KR82703,ORO|1/3|UNI|KR82703,2.0
50,14,RAMBLERS|1/3|P12|KR6BVRQ2,RAMBLERS|1/3|P12|KR6BVRQ2,4.0
50,14,ROSA BLANCA|1/3|P12|KR03503,ROSA BLANCA|1/3|P12|KR03503,2.0
50,14,ROSA BLANCA|1/3|UNI|KR03503,ROSA BLANCA|1/3|UNI|KR03503,2.0
50,14,SANTA ISABEL|1/3|P24|KR6BNIL1,SANTA ISABEL|1/3|P24|KR6BNIL1,2.0
50,14,SKOL|1/3|RETR|KR80115,SKOL|1/3|RETR|KR80115,20.0
50,14,SKOL|1/3|RETR|KR80116,SKOL|1/3|RETR|KR80116,14.0
50,14,SKOL|1/3|RETR|KR80117,SKOL|1/3|RETR|KR80117,20.0
50,14,SKOL|1/3|UNI|KR80117,SKOL|1/3|UNI|KR80117,6.0
50,14,TURIA MARZEN|1/3|UNI|KR00609,TURIA MARZEN|1/3|UNI|KR00609,2.0
50,14,TURIA STARK|1/3|UNI|KR01401,TURIA STARK|1/3|UNI|KR01401,2.0
50,14,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602",2.0
50,14,VICTORIA|1/3|P6|KR81115,VICTORIA|1/3|P6|KR81115,29.0
50,14,VICTORIA|1/3|PACK|KR81114,VICTORIA|1/3|PACK|KR81114,8.0
50,14,VICTORIA|1/3|UNI|KR81117,VICTORIA|1/3|UNI|KR81117,6.0
50,14,VOLL DAMM|1/3|P6|KR00525,VOLL DAMM|1/3|P6|KR00525,38.0
50,14,VOLL DAMM|1/3|P6|KR00528,VOLL DAMM|1/3|P6|KR00528,40.0
50,14,VOLL DAMM|1/3|UNI|KR00525,VOLL DAMM|1/3|UNI|KR00525,32.0
50,14,VOLL DAMM|1/3|UNI|KR00528,VOLL DAMM|1/3|UNI|KR00528,30.0
50,14,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,4.0
50,17,BOCK DAMM|1/3|UNI|KR02511,BOCK DAMM|1/3|UNI|KR02511,4.0
50,17,BOCK DAMM|1/3|UNI|KR02512,BOCK DAMM|1/3|UNI|KR02512,6.0
50,17,CARLSBERG|1/3|P12|KR04503,CARLSBERG|1/3|P12|KR04503,12.0
50,17,CARLSBERG|1/3|UNI|KR04503,CARLSBERG|1/3|UNI|KR04503,44.0
50,17,COMPLOT|1/3|UNI|KR05002,COMPLOT|1/3|UNI|KR05002,22.0
50,17,COMPLOT|1/3|UNI|KR05003,COMPLOT|1/3|UNI|KR05003,1.0
50,17,DAMM LEMON|1/3|PACK|KR00926,DAMM LEMON|1/3|PACK|KR00926,2.0
50,17,DAMM LEMON|1/3|PACK|KR00928,DAMM LEMON|1/3|PACK|KR00928,2.0
50,17,DAMM LEMON|1/3|UNI|KR00924,DAMM LEMON|1/3|UNI|KR00924,14.0
50,17,DAMM LEMON|1/3|UNI|KR00926,DAMM LEMON|1/3|UNI|KR00926,20.0
50,17,DAMM LEMON|1/3|UNI|KR00928,DAMM LEMON|1/3|UNI|KR00928,42.0
50,17,DAURA|1/3|UNI|KR02207,DAURA|1/3|UNI|KR02207,20.0
50,17,DAURA|1/3|UNI|KR02209,DAURA|1/3|UNI|KR02209,28.0
50,17,ESTRELLA DAMM|1/3|P12|KR00441,ESTRELLA DAMM|1/3|P12|KR00441,60.0
50,17,ESTRELLA DAMM|1/3|P12|KR00443,ESTRELLA DAMM|1/3|P12|KR00443,36.0
50,17,ESTRELLA DAMM|1/3|P12|KR02335,ESTRELLA DAMM|1/3|P12|KR02335,2.0
50,17,ESTRELLA DAMM|1/3|P24|KR00441,ESTRELLA DAMM|1/3|P24|KR00441,50.0
50,17,ESTRELLA DAMM|1/3|P24|KR00443,ESTRELLA DAMM|1/3|P24|KR00443,54.0
50,17,ESTRELLA DAMM|1/3|P24|KR02337,ESTRELLA DAMM|1/3|P24|KR02337,2.0
50,17,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,2.0
50,17,ESTRELLA DAMM|1/3|PACK|KR00443,ESTRELLA DAMM|1/3|PACK|KR00443,6.0
50,17,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,28.0
50,17,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,82.0
50,17,ESTRELLA DAMM|1/3|UNI|KR00442,ESTRELLA DAMM|1/3|UNI|KR00442,4.0
50,17,ESTRELLA DAMM|1/3|UNI|KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,92.0
50,17,ESTRELLA DAMM|1/3|UNI|KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,48.0
50,17,ESTRELLA DAMM|1/3|UNI|KR02609,ESTRELLA DAMM|1/3|UNI|KR02609,4.0
50,17,ESTRELLA LEVANTE|1/3|P24|KR00339,ESTRELLA LEVANTE|1/3|P24|KR00339,4.0
50,17,ESTRELLA LEVANTE|1/3|UNI|KR00339,ESTRELLA LEVANTE|1/3|UNI|KR00339,8.0
50,17,ESTRELLA LEVANTE|1/3|UNI|KR00342,ESTRELLA LEVANTE|1/3|UNI|KR00342,8.0
50,17,ESTRELLA LEVANTE|1/3|UNI|KR00343,ESTRELLA LEVANTE|1/3|UNI|KR00343,10.0
50,17,FREE DAMM LIMON|1/3|PACK|KR01818,FREE DAMM LIMON|1/3|PACK|KR01818,4.0
50,17,FREE DAMM LIMON|1/3|PACK|KR01819,FREE DAMM LIMON|1/3|PACK|KR01819,4.0
50,17,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,24.0
50,17,FREE DAMM LIMON|1/3|UNI|KR01819,FREE DAMM LIMON|1/3|UNI|KR01819,42.0
50,17,FREE DAMM TOSTADA|1/3|PACK|KR04806,FREE DAMM TOSTADA|1/3|PACK|KR04806,4.0
50,17,FREE DAMM TOSTADA|1/3|UNI|KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,76.0
50,17,FREE DAMM TOSTADA|1/3|UNI|KR04807,FREE DAMM TOSTADA|1/3|UNI|KR04807,8.0
50,17,FREE DAMM|1/3|PACK|KR00036,FREE DAMM|1/3|PACK|KR00036,6.0
50,17,FREE DAMM|1/3|PACK|KR00038,FREE DAMM|1/3|PACK|KR00038,8.0
50,17,FREE DAMM|1/3|UNI|KR00036,FREE DAMM|1/3|UNI|KR00036,30.0
50,17,FREE DAMM|1/3|UNI|KR00037,FREE DAMM|1/3|UNI|KR00037,4.0
50,17,FREE DAMM|1/3|UNI|KR00038,FREE DAMM|1/3|UNI|KR00038,52.0
50,17,KELER NON ALCOHOLIC|1/3|UNI|KR83500,KELER NON ALCOHOLIC|1/3|UNI|KR83500,4.0
50,17,KELER|1/3|P12|KR80024,KELER|1/3|P12|KR80024,2.0
50,17,KELER|1/3|P12|KR80025,KELER|1/3|P12|KR80025,16.0
50,17,KELER|1/3|UNI|KR80024,KELER|1/3|UNI|KR80024,4.0
50,17,KELER|1/3|UNI|KR80025,KELER|1/3|UNI|KR80025,64.0
50,17,LEVANTE SIN TOSTADA|1/3|UNI|KR04103,LEVANTE SIN TOSTADA|1/3|UNI|KR04103,2.0
50,17,LEVANTE SIN TOSTADA|1/3|UNI|KR04104,LEVANTE SIN TOSTADA|1/3|UNI|KR04104,2.0
50,17,LEVANTE SIN TOSTADA|1/3|UNI|KR04105,LEVANTE SIN TOSTADA|1/3|UNI|KR04105,6.0
50,17,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,6.0
50,17,ORO|1/3|UNI|KR82703,ORO|1/3|UNI|KR82703,10.0
50,17,ROSA BLANCA|1/3|P12|KR03502,ROSA BLANCA|1/3|P12|KR03502,6.0
50,17,ROSA BLANCA|1/3|P12|KR03503,ROSA BLANCA|1/3|P12|KR03503,4.0
50,17,ROSA BLANCA|1/3|UNI|KR03502,ROSA BLANCA|1/3|UNI|KR03502,16.0
50,17,ROSA BLANCA|1/3|UNI|KR03503,ROSA BLANCA|1/3|UNI|KR03503,12.0
50,17,ROSA BLANCA|1/3|UNI|KR05802,ROSA BLANCA|1/3|UNI|KR05802,6.0
50,17,SKOL|1/3|UNI|KR80115,SKOL|1/3|UNI|KR80115,22.0
50,17,SKOL|1/3|UNI|KR80116,SKOL|1/3|UNI|KR80116,16.0
50,17,SKOL|1/3|UNI|KR80117,SKOL|1/3|UNI|KR80117,18.0
50,17,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,16.0
50,17,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07201,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07201,8.0
50,17,TURIA MARZEN|1/3|PACK|KR00607,TURIA MARZEN|1/3|PACK|KR00607,16.0
50,17,TURIA MARZEN|1/3|PACK|KR00609,TURIA MARZEN|1/3|PACK|KR00609,4.0
50,17,TURIA MARZEN|1/3|UNI|KR00607,TURIA MARZEN|1/3|UNI|KR00607,64.0
50,17,TURIA MARZEN|1/3|UNI|KR00609,TURIA MARZEN|1/3|UNI|KR00609,14.0
50,17,TURIA STARK|1/3|UNI|KR01401,TURIA STARK|1/3|UNI|KR01401,4.0
50,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601",18.0
50,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83602",14.0
50,17,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83603","VICTORIA 0,0 TOSTADA|1/3|UNI|KR83603",4.0
50,17,VICTORIA|1/3|RETR|KR81115,VICTORIA|1/3|RETR|KR81115,2.0
50,17,VICTORIA|1/3|UNI|KR81115,VICTORIA|1/3|UNI|KR81115,11.0
50,17,VICTORIA|1/3|UNI|KR81116,VICTORIA|1/3|UNI|KR81116,6.0
50,17,VICTORIA|1/3|UNI|KR81117,VICTORIA|1/3|UNI|KR81117,8.0
50,17,VOLL DAMM|1/3|P12|KR00525,VOLL DAMM|1/3|P12|KR00525,20.0
50,17,VOLL DAMM|1/3|P12|KR00528,VOLL DAMM|1/3|P12|KR00528,24.0
50,17,VOLL DAMM|1/3|P6|KR00525,VOLL DAMM|1/3|P6|KR00525,4.0
50,17,VOLL DAMM|1/3|PACK|KR00525,VOLL DAMM|1/3|PACK|KR00525,30.0
50,17,VOLL DAMM|1/3|PACK|KR00528,VOLL DAMM|1/3|PACK|KR00528,30.0
50,17,VOLL DAMM|1/3|UNI|KR00525,VOLL DAMM|1/3|UNI|KR00525,74.0
50,17,VOLL DAMM|1/3|UNI|KR00528,VOLL DAMM|1/3|UNI|KR00528,86.0
50,17,WIERQUER|1/3|P24|KR6BNWIN,WIERQUER|1/3|P24|KR6BNWIN,2.0
50,17,XIBECA|1/3|P12|KR00716,XIBECA|1/3|P12|KR00716,22.0
50,17,XIBECA|1/3|P12|KR00719,XIBECA|1/3|P12|KR00719,8.0
50,17,XIBECA|1/3|P24|KR00716,XIBECA|1/3|P24|KR00716,12.0
50,17,XIBECA|1/3|P24|KR00718,XIBECA|1/3|P24|KR00718,2.0
50,17,XIBECA|1/3|P24|KR00719,XIBECA|1/3|P24|KR00719,6.0
50,17,XIBECA|1/3|PACK|KR00716,XIBECA|1/3|PACK|KR00716,2.0
50,17,XIBECA|1/3|UNI|KR00716,XIBECA|1/3|UNI|KR00716,32.0
50,17,XIBECA|1/3|UNI|KR00718,XIBECA|1/3|UNI|KR00718,4.0
50,17,XIBECA|1/3|UNI|KR00719,XIBECA|1/3|UNI|KR00719,44.0
50,19,AURUM|1/3|P12|KR6BNAU7,AURUM|1/3|P12|KR6BNAU7,2.0
50,19,BOCK DAMM|1/3|UNI|KR02511,BOCK DAMM|1/3|UNI|KR02511,2.0
50,19,CARLSBERG|1/2|UNI|KR05701,CARLSBERG|1/2|UNI|KR05701,6.0
50,19,CARLSBERG|1/3|P12|KR04503,CARLSBERG|1/3|P12|KR04503,6.0
50,19,CARLSBERG|1/3|UNI|KR04503,CARLSBERG|1/3|UNI|KR04503,2.0
50,19,COMPLOT|1/3|UNI|KR05002,COMPLOT|1/3|UNI|KR05002,2.0
50,19,COPROVE|1/3|P24|KR6BNCP3,COPROVE|1/3|P24|KR6BNCP3,2.0
50,19,DAMM LEMON|1/2|UNI|KR07100,DAMM LEMON|1/2|UNI|KR07100,10.0
50,19,DAMM LEMON|1/2|UNI|KR07101,DAMM LEMON|1/2|UNI|KR07101,2.0
50,19,DAMM LEMON|1/3|PACK|KR00927,DAMM LEMON|1/3|PACK|KR00927,30.0
50,19,DAMM LEMON|1/3|PACK|KR00928,DAMM LEMON|1/3|PACK|KR00928,4.0
50,19,DAMM LEMON|1/3|UNI|KR00924,DAMM LEMON|1/3|UNI|KR00924,4.0
50,19,EMD BRAU|1/3|P12|KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,38.0
50,19,ESTRELLA DAMM|1/2|UNI|KR00127,ESTRELLA DAMM|1/2|UNI|KR00127,24.0
50,19,ESTRELLA DAMM|1/2|UNI|KR00129,ESTRELLA DAMM|1/2|UNI|KR00129,38.0
50,19,ESTRELLA DAMM|1/2|UNI|KR02037,ESTRELLA DAMM|1/2|UNI|KR02037,4.0
50,19,ESTRELLA DAMM|1/2|UNI|KR02041,ESTRELLA DAMM|1/2|UNI|KR02041,4.0
50,19,ESTRELLA DAMM|1/2|UNI|KR02042,ESTRELLA DAMM|1/2|UNI|KR02042,26.0
50,19,ESTRELLA DAMM|1/2|UNI|KR02043,ESTRELLA DAMM|1/2|UNI|KR02043,18.0
50,19,ESTRELLA DAMM|1/2|UNI|KR02045,ESTRELLA DAMM|1/2|UNI|KR02045,40.0
50,19,ESTRELLA DAMM|1/2|UNI|KR02046,ESTRELLA DAMM|1/2|UNI|KR02046,4.0
50,19,ESTRELLA DAMM|1/2|UNI|KR02047,ESTRELLA DAMM|1/2|UNI|KR02047,14.0
50,19,ESTRELLA DAMM|1/2|UNI|KR02048,ESTRELLA DAMM|1/2|UNI|KR02048,2.0
50,19,ESTRELLA DAMM|1/2|UNI|KR02050,ESTRELLA DAMM|1/2|UNI|KR02050,4.0
50,19,ESTRELLA DAMM|1/2|UNI|KR03111,ESTRELLA DAMM|1/2|UNI|KR03111,4.0
50,19,ESTRELLA DAMM|1/2|UNI|KR03112,ESTRELLA DAMM|1/2|UNI|KR03112,20.0
50,19,ESTRELLA DAMM|1/2|UNI|KR03113,ESTRELLA DAMM|1/2|UNI|KR03113,20.0
50,19,ESTRELLA DAMM|1/2|UNI|KR03114,ESTRELLA DAMM|1/2|UNI|KR03114,12.0
50,19,ESTRELLA DAMM|1/3|P12|KR00441,ESTRELLA DAMM|1/3|P12|KR00441,63.0
50,19,ESTRELLA DAMM|1/3|P12|KR00443,ESTRELLA DAMM|1/3|P12|KR00443,92.0
50,19,ESTRELLA DAMM|1/3|P12|KR02335,ESTRELLA DAMM|1/3|P12|KR02335,4.0
50,19,ESTRELLA DAMM|1/3|P12|KR02340,ESTRELLA DAMM|1/3|P12|KR02340,2.0
50,19,ESTRELLA DAMM|1/3|P24|KR00441,ESTRELLA DAMM|1/3|P24|KR00441,6.0
50,19,ESTRELLA DAMM|1/3|P24|KR00443,ESTRELLA DAMM|1/3|P24|KR00443,6.0
50,19,ESTRELLA DAMM|1/3|P24|KR02332,ESTRELLA DAMM|1/3|P24|KR02332,34.0
50,19,ESTRELLA DAMM|1/3|P24|KR02333,ESTRELLA DAMM|1/3|P24|KR02333,6.0
50,19,ESTRELLA DAMM|1/3|P24|KR02336,ESTRELLA DAMM|1/3|P24|KR02336,8.0
50,19,ESTRELLA DAMM|1/3|P24|KR02337,ESTRELLA DAMM|1/3|P24|KR02337,16.0
50,19,ESTRELLA DAMM|1/3|P24|KR02338,ESTRELLA DAMM|1/3|P24|KR02338,8.0
50,19,ESTRELLA DAMM|1/3|UNI|KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,6.0
50,19,ESTRELLA DAMM|1/3|UNI|KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,30.0
50,19,ESTRELLA DAMM|1/3|UNI|KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,26.0
50,19,ESTRELLA DAMM|1/3|UNI|KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,8.0
50,19,ESTRELLA DAMM|1/3|UNI|KR02320,ESTRELLA DAMM|1/3|UNI|KR02320,2.0
50,19,ESTRELLA DAMM|1/3|UNI|KR02333,ESTRELLA DAMM|1/3|UNI|KR02333,18.0
50,19,ESTRELLA DAMM|1/3|UNI|KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,27.0
50,19,ESTRELLA DAMM|1/3|UNI|KR02609,ESTRELLA DAMM|1/3|UNI|KR02609,2.0
50,19,ESTRELLA DAMM|1/3|UNI|KR02610,ESTRELLA DAMM|1/3|UNI|KR02610,2.0
50,19,ESTRELLA DAMM|1/3|UNI|KR02611,ESTRELLA DAMM|1/3|UNI|KR02611,4.0
50,19,ESTRELLA DAMM|2/5|UNI|KR06102,ESTRELLA DAMM|2/5|UNI|KR06102,20.0
50,19,ESTRELLA DAMM|2/5|UNI|KR06103,ESTRELLA DAMM|2/5|UNI|KR06103,18.0
50,19,ESTRELLA DAMM|2/5|UNI|KR06104,ESTRELLA DAMM|2/5|UNI|KR06104,6.0
50,19,ESTRELLA LEVANTE|1/2|UNI|KR05503,ESTRELLA LEVANTE|1/2|UNI|KR05503,38.0
50,19,ESTRELLA LEVANTE|1/2|UNI|KR05505,ESTRELLA LEVANTE|1/2|UNI|KR05505,4.0
50,19,ESTRELLA LEVANTE|1/2|UNI|KR05506,ESTRELLA LEVANTE|1/2|UNI|KR05506,8.0
50,19,ESTRELLA NON-ALCOHOLIC|1/2|P24|KR04300,ESTRELLA NON-ALCOHOLIC|1/2|P24|KR04300,2.0
50,19,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,10.0
50,19,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01620,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01620,12.0
50,19,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01621,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01621,20.0
50,19,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR04401,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR04401,6.0
50,19,ESTRELLA NON-ALCOHOLIC|2/5|P24|KR04200,ESTRELLA NON-ALCOHOLIC|2/5|P24|KR04200,18.0
50,19,ESTRELLA NON-ALCOHOLIC|2/5|UNI|KR04200,ESTRELLA NON-ALCOHOLIC|2/5|UNI|KR04200,2.0
50,19,FREE DAMM LIMON|1/3|PACK|KR01818,FREE DAMM LIMON|1/3|PACK|KR01818,2.0
50,19,FREE DAMM LIMON|1/3|PACK|KR01819,FREE DAMM LIMON|1/3|PACK|KR01819,2.0
50,19,FREE DAMM LIMON|1/3|UNI|KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,4.0
50,19,FREE DAMM TOSTADA|1/3|PACK|KR04806,FREE DAMM TOSTADA|1/3|PACK|KR04806,8.0
50,19,FREE DAMM|1/2|UNI|KR06200,FREE DAMM|1/2|UNI|KR06200,2.0
50,19,FREE DAMM|1/3|PACK|KR00036,FREE DAMM|1/3|PACK|KR00036,22.0
50,19,FREE DAMM|1/3|PACK|KR00038,FREE DAMM|1/3|PACK|KR00038,34.0
50,19,GRANDE|2/5|UNI|KR6BNG30,GRANDE|2/5|UNI|KR6BNG30,12.0
50,19,GRANDE|2/5|UNI|KR6BNG31,GRANDE|2/5|UNI|KR6BNG31,22.0
50,19,GRANDE|2/5|UNI|KR6BNS90,GRANDE|2/5|UNI|KR6BNS90,4.0
50,19,INEDIT|1/2|UNI|KR03307,INEDIT|1/2|UNI|KR03307,12.0
50,19,INNIS & GUNN|1/3|P24|KR6BNIG0,INNIS & GUNN|1/3|P24|KR6BNIG0,8.0
50,19,KELER|1/2|UNI|KR82407,KELER|1/2|UNI|KR82407,10.0
50,19,KELER|1/3|P12|KR80024,KELER|1/3|P12|KR80024,2.0
50,19,KELER|1/3|P12|KR80025,KELER|1/3|P12|KR80025,30.0
50,19,LA FRÍA|1/3|P24|KR6BNZF0,LA FRÍA|1/3|P24|KR6BNZF0,8.0
50,19,LA FRÍA|1/3|P24|KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,38.0
50,19,Molen|1/3|P24|KR6BNML5,Molen|1/3|P24|KR6BNML5,10.0
50,19,PUERTO CRISTO|1/3|P24|KR6BNUR3,PUERTO CRISTO|1/3|P24|KR6BNUR3,6.0
50,19,ROSA BLANCA|1/3|P12|KR03502,ROSA BLANCA|1/3|P12|KR03502,6.0
