of,fecha,line,sku,marca,envase,tipo_envase,material_precio,node_marca,node_volumen,node_pack,node_envase,node,h_tot,hl,oee,week,week_start
PRT9900015769-M,2025-05-09,19,KE13PL12,KELER,KR80025,LATA 1/3 SR.,KELER 18 LATA 33CL. PACK 12U.,KELER,1/3,P12,KR80025,KELER|1/3|P12|KR80025,2.533888888888889,441.72,0.5869326901995178,2025-05-05/2025-05-11,2025-05-05
PRT9900015770-M,2025-05-09,19,ENB13LB,ESTRELLA NON-ALCOHOLIC,KR02104,LATA 1/3 SR.,ESTRELLA N.A.1/3LATA FCB MALT BEV B24 LC,ESTRELLA NON-ALCOHOLIC,1/3,P24,KR02104,ESTRELLA NON-ALCOHOLIC|1/3|P24|KR02104,1.1819444444444445,147.13,0.4190364277320799,2025-05-05/2025-05-11,2025-05-05
0000568016-1,2025-05-10,19,VO13PL12,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK 12U.,VOLL DAMM,1/3,P12,KR00525,VOLL DAMM|1/3|P12|KR00525,9.623055555555556,1796.66,0.6286118407759144,2025-05-05/2025-05-11,2025-05-05
0000574803-1,2025-05-10,19,VO13P12M,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK 12U.,VOLL DAMM,1/3,P12,KR00525,VOLL DAMM|1/3|P12|KR00525,3.5980555555555553,490.38,0.45888983247124215,2025-05-05/2025-05-11,2025-05-05
0000569560-1,2025-05-12,19,EX1324BN,ESTRELLA DAMM,KR02337,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BAND.24U.",ESTRELLA DAMM,1/3,UNI,KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,2.743611111111111,412.09,0.50572036043333,2025-05-12/2025-05-18,2025-05-12
0000573217-1,2025-05-12,19,EN13LB24,ESTRELLA NON-ALCOHOLIC,KR01621,LATA 1/3 SR.,"ESTRELLA NON ALCOHOLIC 1/3 LATA 0,0%",ESTRELLA NON-ALCOHOLIC,1/3,UNI,KR01621,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01621,4.192777777777778,411.64,0.33052868689545517,2025-05-12/2025-05-18,2025-05-12
0000574777-1,2025-05-12,19,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,40.66222222222222,4439.54,0.39638179702117005,2025-05-12/2025-05-18,2025-05-12
0000578943-1,2025-05-12,19,EX13LTBA,ESTRELLA DAMM,KR02338,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BANDEJA24",ESTRELLA DAMM,1/3,P24,KR02338,ESTRELLA DAMM|1/3|P24|KR02338,4.7363888888888885,407.93,0.2899536684065451,2025-05-12/2025-05-18,2025-05-12
0000580974-1,2025-05-12,19,EX13LUKB,ESTRELLA DAMM,KR02338,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BANDEJA24",ESTRELLA DAMM,1/3,P24,KR02338,ESTRELLA DAMM|1/3|P24|KR02338,7.527777777777778,1678.77,0.750848708487085,2025-05-12/2025-05-18,2025-05-12
0000578655-1,2025-05-14,19,ED12LTW,ESTRELLA DAMM,KR00127,LATA 1/2 SR.,ESTRELLA DAMM 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR00127,ESTRELLA DAMM|1/2|UNI|KR00127,37.70777777777778,8742.5,0.6377603034733472,2025-05-12/2025-05-18,2025-05-12
0000582335-1,2025-05-15,19,XI12LT,XIBECA,KR00203,LATA 1/2 SR.,XIBECA 1/2 LATA LC CAJA 24U.,XIBECA,1/2,UNI,KR00203,XIBECA|1/2|UNI|KR00203,2.332222222222222,370.44,0.4072177227251072,2025-05-12/2025-05-18,2025-05-12
PRT9900015794-M,2025-05-15,19,ED12LTW,ESTRELLA DAMM,KR00129,LATA 1/2 SR.,ESTRELLA DAMM 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR00129,ESTRELLA DAMM|1/2|UNI|KR00129,17.851666666666667,3404.02,0.6054842563687516,2025-05-12/2025-05-18,2025-05-12
0000578668-1,2025-05-16,19,VO12LT,VOLL DAMM,KR02702,LATA 1/2 SR.,VOLL DAMM 1/2 LATA CAJA 24U LC,VOLL DAMM,1/2,UNI,KR02702,VOLL DAMM|1/2|UNI|KR02702,4.009722222222222,864.55,0.5528229996536197,2025-05-12/2025-05-18,2025-05-12
0000582331-1,2025-05-16,19,DL12LT,DAMM LEMON,KR07100,LATA 1/2 SR.,DAMM LEMON 50CL LT LC6 F24,DAMM LEMON,1/2,UNI,KR07100,DAMM LEMON|1/2|UNI|KR07100,5.184444444444445,398.01,0.19679597085297898,2025-05-12/2025-05-18,2025-05-12
0000582334-1,2025-05-16,19,KE12LTW,KELER,KR82407,LATA 1/2 SR.,KELER 18 1/2 SR LATA,KELER,1/2,UNI,KR82407,KELER|1/2|UNI|KR82407,2.6911111111111112,415.64,0.3959537572254335,2025-05-12/2025-05-18,2025-05-12
PRT9900015797-M,2025-05-16,19,ED12LTW,ESTRELLA DAMM,KR00129,LATA 1/2 SR.,ESTRELLA DAMM 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR00129,ESTRELLA DAMM|1/2|UNI|KR00129,7.3902777777777775,1703.62,0.5910543130990414,2025-05-12/2025-05-18,2025-05-12
0000578651-1,2025-05-17,19,CB12LTF,CARLSBERG,KR05701,LATA 1/2 SR.,CARLSBERG 1/2 LATA LATCUB,CARLSBERG,1/2,UNI,KR05701,CARLSBERG|1/2|UNI|KR05701,7.7811111111111115,344.93,0.11362987291160932,2025-05-12/2025-05-18,2025-05-12
0000578940-1,2025-05-17,19,EX1224LI,ESTRELLA DAMM,KR02043,LATA 1/2 SR.,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",ESTRELLA DAMM,1/2,UNI,KR02043,ESTRELLA DAMM|1/2|UNI|KR02043,4.913888888888889,295.07,0.2570808157099698,2025-05-12/2025-05-18,2025-05-12
0000578941-1,2025-05-17,19,EX12LB,ESTRELLA DAMM,KR02045,LATA 1/2 SR.,DAMM EXPORT CORRIENTE 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR02045,ESTRELLA DAMM|1/2|UNI|KR02045,3.091111111111111,619.69,0.5140186915887851,2025-05-12/2025-05-18,2025-05-12
0000578942-1,2025-05-17,19,EX12LTBK,ESTRELLA DAMM,KR03112,LATA 1/2 SR.,"ESTRELLA DAMM BCN 5,4 1/2LAT.24U CAN.15M",ESTRELLA DAMM,1/2,UNI,KR03112,ESTRELLA DAMM|1/2|UNI|KR03112,0.9813888888888889,214.81,0.5609963204075856,2025-05-12/2025-05-18,2025-05-12
0000579617-1,2025-05-17,19,EXB12LBY,ESTRELLA DAMM,KR02047,LATA 1/2 SR.,"ESTRELLA DAMM BCN 4,6 1/2LATA LC BJ.FCB",ESTRELLA DAMM,1/2,UNI,KR02047,ESTRELLA DAMM|1/2|UNI|KR02047,2.589722222222222,463.59,0.45897243376595526,2025-05-12/2025-05-18,2025-05-12
PRT9900015796-M,2025-05-17,19,EDB12LBY,ESTRELLA DAMM,KR03113,LATA 1/2 SR.,"ESTRELLA DAMM BCN 5,4 1/2LATA LC BJ.FCB",ESTRELLA DAMM,1/2,UNI,KR03113,ESTRELLA DAMM|1/2|UNI|KR03113,3.026388888888889,364.96,0.30913262964662686,2025-05-12/2025-05-18,2025-05-12
0000578944-1,2025-05-18,19,LC12LTW,ESTRELLA LEVANTE,KR05503,LATA 1/2 SR.,E. LEVANTE CLÁSICA 1/2 LATA,ESTRELLA LEVANTE,1/2,UNI,KR05503,ESTRELLA LEVANTE|1/2|UNI|KR05503,4.087777777777778,370.69,0.313824419778002,2025-05-12/2025-05-18,2025-05-12
0000578945-1,2025-05-18,19,VI12LTW,VICTORIA,KR82805,LATA 1/2 SR.,VICTORIA 1/2 LATA CAJA 24U.,VICTORIA,1/2,UNI,KR82805,VICTORIA|1/2|UNI|KR82805,1.771388888888889,244.34,0.3570863024544735,2025-05-12/2025-05-18,2025-05-12
0000578946-1,2025-05-18,19,VI12LTX,VICTORIA,KR82806,LATA 1/2 SR.,VICTORIA 1/2 LATA CAJA 24U.,VICTORIA,1/2,UNI,KR82806,VICTORIA|1/2|UNI|KR82806,6.3575,681.69,0.2749158911172281,2025-05-12/2025-05-18,2025-05-12
0000583265-1,2025-05-18,19,5BNNNLB1,SABOR,KR6BNNN1,LATA 1/2 SR.,"BEER SABOR 4,6º 50CL L B6X4 P UK X",SABOR,1/2,UNI,KR6BNNN1,SABOR|1/2|UNI|KR6BNNN1,10.98638888888889,1073.32,0.27917265477498804,2025-05-12/2025-05-18,2025-05-12
0000578938-1,2025-05-19,19,DL13LP4A,DAMM LEMON,KR00927,LATA 1/3 SR.,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,DAMM LEMON,1/3,PACK,KR00927,DAMM LEMON|1/3|PACK|KR00927,9.387222222222222,585.74,0.2347863474004498,2025-05-19/2025-05-25,2025-05-19
0000579846-1,2025-05-19,19,CB13LTN,CARLSBERG,KR04503,LATA 1/3 SR.,CARLSBERG 1/3 LATA BANDEJA 24U.,CARLSBERG,1/3,UNI,KR04503,CARLSBERG|1/3|UNI|KR04503,4.9075,176.61,0.12112979000396219,2025-05-19/2025-05-25,2025-05-19
0000591208-1,2025-06-02,19,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,1.6047222222222222,95.46,0.20079833391183616,2025-06-02/2025-06-08,2025-06-02
0000591988-1,2025-06-03,19,FD13LP4A,FREE DAMM,KR00038,LATA 1/3 SR.,FREE DAMM 1/3 LATA CJ-6PACK 2X2 INTL.,FREE DAMM,1/3,PACK,KR00038,FREE DAMM|1/3|PACK|KR00038,6.301944444444445,555.27,0.2971040084760727,2025-06-02/2025-06-08,2025-06-02
0000591985-1,2025-06-04,19,EX25L10A,ESTRELLA DAMM,KR06102,LATA 2/5,"ESTRELLA DAMM 4,6 44CL LT EST10 PAT",ESTRELLA DAMM,2/5,UNI,KR06102,ESTRELLA DAMM|2/5|UNI|KR06102,3.496111111111111,404.07,0.33712512926577043,2025-06-02/2025-06-08,2025-06-02
0000591991-1,2025-06-04,19,VO12LT,VOLL DAMM,KR02702,LATA 1/2 SR.,VOLL DAMM 1/2 LATA CAJA 24U LC,VOLL DAMM,1/2,UNI,KR02702,VOLL DAMM|1/2|UNI|KR02702,6.522222222222222,926.35,0.36413969335604773,2025-06-02/2025-06-08,2025-06-02
PRT9900015906-M,2025-06-04,19,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,13.783888888888889,2379.05,0.5813358063020382,2025-06-02/2025-06-08,2025-06-02
0000591976-1,2025-06-05,19,5BNNNLB1,SABOR,KR6BNNN1,LATA 1/2 SR.,"BEER SABOR 4,6º 50CL L B6X4 P UK X",SABOR,1/2,UNI,KR6BNNN1,SABOR|1/2|UNI|KR6BNNN1,5.873055555555555,1052.68,0.45958473253559096,2025-06-02/2025-06-08,2025-06-02
0000591977-1,2025-06-05,19,ED12LTW,ESTRELLA DAMM,KR00129,LATA 1/2 SR.,ESTRELLA DAMM 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR00129,ESTRELLA DAMM|1/2|UNI|KR00129,10.447222222222223,1944.81,0.4773198617388992,2025-06-02/2025-06-08,2025-06-02
0000591979-1,2025-06-05,19,EDB12LBY,ESTRELLA DAMM,KR03113,LATA 1/2 SR.,"ESTRELLA DAMM BCN 5,4 1/2LATA LC BJ.FCB",ESTRELLA DAMM,1/2,UNI,KR03113,ESTRELLA DAMM|1/2|UNI|KR03113,2.6238888888888887,555.19,0.5424518314630532,2025-06-02/2025-06-08,2025-06-02
0000591982-1,2025-06-05,19,EX1224LB,ESTRELLA DAMM,KR02042,LATA 1/2 SR.,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",ESTRELLA DAMM,1/2,UNI,KR02042,ESTRELLA DAMM|1/2|UNI|KR02042,3.707222222222222,430.39,0.29761726359958035,2025-06-02/2025-06-08,2025-06-02
0000591983-1,2025-06-05,19,EX12LB,ESTRELLA DAMM,KR02045,LATA 1/2 SR.,DAMM EXPORT CORRIENTE 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR02045,ESTRELLA DAMM|1/2|UNI|KR02045,3.658611111111111,710.64,0.4979880039480677,2025-06-02/2025-06-08,2025-06-02
0000591987-1,2025-06-05,19,EXB12LIB,ESTRELLA DAMM,KR03111,LATA 1/2 SR.,"ESTRELLA DAMM BCN 5,4 1/2 LATA FCB BAND.",ESTRELLA DAMM,1/2,UNI,KR03111,ESTRELLA DAMM|1/2|UNI|KR03111,3.8963888888888887,738.18,0.48570613816211594,2025-06-02/2025-06-08,2025-06-02
0000591980-1,2025-06-06,19,EN13B24I,ESTRELLA NON-ALCOHOLIC,KR01620,LATA 1/3 SR.,"ESTRELLA NON ALCOHOLIC 1/3 LATA 0,0%",ESTRELLA NON-ALCOHOLIC,1/3,UNI,KR01620,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01620,4.641388888888889,497.97,0.3615020662394442,2025-06-02/2025-06-08,2025-06-02
0000591984-1,2025-06-06,19,EX12LTBK,ESTRELLA DAMM,KR03112,LATA 1/2 SR.,"ESTRELLA DAMM BCN 5,4 1/2LAT.24U CAN.15M",ESTRELLA DAMM,1/2,UNI,KR03112,ESTRELLA DAMM|1/2|UNI|KR03112,3.1758333333333333,365.09,0.29476078019767343,2025-06-02/2025-06-08,2025-06-02
0000591989-1,2025-06-06,19,LC12LTW,ESTRELLA LEVANTE,KR05503,LATA 1/2 SR.,E. LEVANTE CLÁSICA 1/2 LATA,ESTRELLA LEVANTE,1/2,UNI,KR05503,ESTRELLA LEVANTE|1/2|UNI|KR05503,3.004722222222222,552.76,0.4716649718036425,2025-06-02/2025-06-08,2025-06-02
0000591990-1,2025-06-06,19,VI12LTX,VICTORIA,KR82806,LATA 1/2 SR.,VICTORIA 1/2 LATA CAJA 24U.,VICTORIA,1/2,UNI,KR82806,VICTORIA|1/2|UNI|KR82806,1.9452777777777779,364.66,0.48065114950735394,2025-06-02/2025-06-08,2025-06-02
0000589734-1,2025-06-08,19,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,42.062777777777775,8469.68,0.7107194284448384,2025-06-02/2025-06-08,2025-06-02
0000591978-1,2025-06-09,19,ED13P12M,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00441,ESTRELLA DAMM|1/3|P12|KR00441,26.251944444444444,5105.1,0.7069623434786583,2025-06-09/2025-06-15,2025-06-09
0000594554-1,2025-06-09,19,ED13LP12,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00441,ESTRELLA DAMM|1/3|P12|KR00441,3.410277777777778,571.05,0.564242621881624,2025-06-09/2025-06-15,2025-06-09
0000597896-1,2025-06-10,19,DL13LP4A,DAMM LEMON,KR00927,LATA 1/3 SR.,DAMM LEMON 1/3 LATA CAJA 6 PACK-4U.PA10F,DAMM LEMON,1/3,PACK,KR00927,DAMM LEMON|1/3|PACK|KR00927,9.256388888888889,998.6,0.3632326021066531,2025-06-09/2025-06-15,2025-06-09
0000598149-1,2025-06-10,19,EX1324BN,ESTRELLA DAMM,KR02337,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BAND.24U.",ESTRELLA DAMM,1/3,UNI,KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,7.851944444444444,800.36,0.34319170764495704,2025-06-09/2025-06-15,2025-06-09
0000597798-1,2025-06-11,19,EN25LBUK,ESTRELLA NON-ALCOHOLIC,KR04200,LATA 2/5,"ESTRELLA DAMM BCN 0,0 2/5LATA B24LCPA10F",ESTRELLA NON-ALCOHOLIC,2/5,P24,KR04200,ESTRELLA NON-ALCOHOLIC|2/5|P24|KR04200,12.384722222222223,1777.59,0.41821240327464393,2025-06-09/2025-06-15,2025-06-09
0000598150-1,2025-06-11,19,EX13LTIB,ESTRELLA DAMM,KR02337,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BANDEJA24",ESTRELLA DAMM,1/3,P24,KR02337,ESTRELLA DAMM|1/3|P24|KR02337,3.7719444444444443,316.97,0.28293688784152,2025-06-09/2025-06-15,2025-06-09
0000594563-1,2025-06-12,19,EXB12LBY,ESTRELLA DAMM,KR02047,LATA 1/2 SR.,"ESTRELLA DAMM BCN 4,6 1/2LATA LC BJ.FCB",ESTRELLA DAMM,1/2,UNI,KR02047,ESTRELLA DAMM|1/2|UNI|KR02047,2.9627777777777777,701.46,0.607069191824489,2025-06-09/2025-06-15,2025-06-09
0000595483-1,2025-06-12,19,EX1224LI,ESTRELLA DAMM,KR02043,LATA 1/2 SR.,"ESTRELLA DAMM BCN 4,6 1/2 LATA BAND.24U.",ESTRELLA DAMM,1/2,UNI,KR02043,ESTRELLA DAMM|1/2|UNI|KR02043,4.198611111111111,462.07,0.256026600166251,2025-06-09/2025-06-15,2025-06-09
0000595485-1,2025-06-12,19,EX12LB,ESTRELLA DAMM,KR02045,LATA 1/2 SR.,DAMM EXPORT CORRIENTE 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR02045,ESTRELLA DAMM|1/2|UNI|KR02045,4.170277777777778,895.41,0.5505228801705189,2025-06-09/2025-06-15,2025-06-09
0000595487-1,2025-06-12,19,EX25L10A,ESTRELLA DAMM,KR06102,LATA 2/5,"ESTRELLA DAMM 4,6 44CL LT EST10 PAT",ESTRELLA DAMM,2/5,UNI,KR06102,ESTRELLA DAMM|2/5|UNI|KR06102,12.212222222222222,1639.44,0.3911382039850787,2025-06-09/2025-06-15,2025-06-09
0000595492-1,2025-06-12,19,LC12LTW,ESTRELLA LEVANTE,KR05503,LATA 1/2 SR.,E. LEVANTE CLÁSICA 1/2 LATA,ESTRELLA LEVANTE,1/2,UNI,KR05503,ESTRELLA LEVANTE|1/2|UNI|KR05503,3.182777777777778,491.41,0.3958806074358527,2025-06-09/2025-06-15,2025-06-09
0000595495-1,2025-06-12,19,VO12LT,VOLL DAMM,KR02702,LATA 1/2 SR.,VOLL DAMM 1/2 LATA CAJA 24U LC,VOLL DAMM,1/2,UNI,KR02702,VOLL DAMM|1/2|UNI|KR02702,3.3741666666666665,677.89,0.515106610685766,2025-06-09/2025-06-15,2025-06-09
PRT9900015933-M,2025-06-12,19,VI12LTX,VICTORIA,KR82806,LATA 1/2 SR.,VICTORIA 1/2 LATA CAJA 24U.,VICTORIA,1/2,UNI,KR82806,VICTORIA|1/2|UNI|KR82806,3.845833333333333,663.8,0.4425424340917299,2025-06-09/2025-06-15,2025-06-09
0000595350-1,2025-06-14,19,ED12LTW,ESTRELLA DAMM,KR00129,LATA 1/2 SR.,ESTRELLA DAMM 1/2 LATA,ESTRELLA DAMM,1/2,UNI,KR00129,ESTRELLA DAMM|1/2|UNI|KR00129,35.882222222222225,9847.33,0.719830214528378,2025-06-09/2025-06-15,2025-06-09
0000595481-1,2025-06-14,19,DL12LT,DAMM LEMON,KR07100,LATA 1/2 SR.,DAMM LEMON 50CL LT LC6 F24,DAMM LEMON,1/2,UNI,KR07100,DAMM LEMON|1/2|UNI|KR07100,2.4830555555555556,309.29,0.3192750866987359,2025-06-09/2025-06-15,2025-06-09
0000595496-1,2025-06-14,19,XI1312MM,XIBECA,KR00718,LATA 1/3 SR.,XIBECA 1/3 LATA PACK 12U.,XIBECA,1/3,P12,KR00718,XIBECA|1/3|P12|KR00718,4.25,303.96,0.30036689767631475,2025-06-09/2025-06-15,2025-06-09
0000587264-1,2025-06-15,19,VO13PL12,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK 12U.,VOLL DAMM,1/3,P12,KR00525,VOLL DAMM|1/3|P12|KR00525,8.05861111111111,1117.98,0.4670986867050429,2025-06-09/2025-06-15,2025-06-09
0000595497-1,2025-06-15,19,XI13L12M,XIBECA,KR00718,LATA 1/3 SR.,XIBECA 1/3 LATA PACK 12U.,XIBECA,1/3,P12,KR00718,XIBECA|1/3|P12|KR00718,2.2127777777777777,284.52,0.43283956816469993,2025-06-09/2025-06-15,2025-06-09
PRT9900015934-M,2025-06-15,19,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,14.672222222222222,2619.37,0.6909015733466803,2025-06-09/2025-06-15,2025-06-09
PRT9900015935-M,2025-06-16,19,ED13LP12,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00443,ESTRELLA DAMM|1/3|P12|KR00443,6.084722222222222,1169.87,0.6473407897740242,2025-06-16/2025-06-22,2025-06-16
0000598440-1,2025-06-17,19,ED13P12M,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 12,ESTRELLA DAMM,1/3,P12,KR00441,ESTRELLA DAMM|1/3|P12|KR00441,19.725555555555555,3446.89,0.5883512645750014,2025-06-16/2025-06-22,2025-06-16
0000598445-1,2025-06-17,19,KE13PL12,KELER,KR80025,LATA 1/3 SR.,KELER 18 LATA 33CL. PACK 12U.,KELER,1/3,P12,KR80025,KELER|1/3|P12|KR80025,3.2872222222222223,411.17,0.42107486902146357,2025-06-16/2025-06-22,2025-06-16
0000598448-1,2025-06-17,19,TU13LP12,TURIA MARZEN,KR00609,LATA 1/3 SR.,TURIA 33CL LATA PACK C. 12U.,TURIA MARZEN,1/3,PACK,KR00609,TURIA MARZEN|1/3|PACK|KR00609,6.551666666666667,0.0,0.5582972950055117,2025-06-16/2025-06-22,2025-06-16
0000598449-1,2025-06-17,19,VO13P12M,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK 12U.,VOLL DAMM,1/3,P12,KR00528,VOLL DAMM|1/3|P12|KR00528,3.174722222222222,635.17,0.6736372386035524,2025-06-16/2025-06-22,2025-06-16
0000598450-1,2025-06-17,19,VO13PL12,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK 12U.,VOLL DAMM,1/3,P12,KR00528,VOLL DAMM|1/3|P12|KR00528,3.4119444444444444,601.02,0.5930961491492306,2025-06-16/2025-06-22,2025-06-16
0000598452-1,2025-06-17,19,XI13LP12,XIBECA,KR00718,LATA 1/3 SR.,XIBECA 1/3 LATA PACK 12U.,XIBECA,1/3,P12,KR00718,XIBECA|1/3|P12|KR00718,2.4530555555555558,294.02,0.4034650662439135,2025-06-16/2025-06-22,2025-06-16
0000602077-1,2025-06-17,19,FD13LP12,FREE DAMM,KR00038,LATA 1/3 SR.,FREE DAMM 1/3 LATA PACK 3X4,FREE DAMM,1/3,PACK,KR00038,FREE DAMM|1/3|PACK|KR00038,3.6847222222222222,205.75,0.23801794920756156,2025-06-16/2025-06-22,2025-06-16
0000598436-1,2025-06-18,19,DL1312NN,DAMM LEMON,KR00928,LATA 1/3 SR.,DAMM LEMON 1/3 LATA PACK CARTON 12U.,DAMM LEMON,1/3,PACK,KR00928,DAMM LEMON|1/3|PACK|KR00928,2.855277777777778,293.33,0.34585076369296625,2025-06-16/2025-06-22,2025-06-16
0000598446-1,2025-06-18,19,RB13L12N,ROSA BLANCA,KR03502,LATA 1/3 SR.,ROSA BLANCA 1/3 LATA PACK 12U.,ROSA BLANCA,1/3,P12,KR03502,ROSA BLANCA|1/3|P12|KR03502,3.2063888888888887,264.87,0.27809061769037513,2025-06-16/2025-06-22,2025-06-16
0000598451-1,2025-06-18,19,XI1316XA,XIBECA,KR00718,LATA 1/3 SR.,XIBECA 1/3 LATA PACK 16U. PROMO.12+4,XIBECA,1/3,PACK,KR00718,XIBECA|1/3|PACK|KR00718,5.165,411.74,0.2683661396149295,2025-06-16/2025-06-22,2025-06-16
0000604522-1,2025-06-18,19,FDL13L12,FREE DAMM LIMON,KR01819,LATA 1/3 SR.,FREE DAMM LIMON 1/3 LATA PACK C. 12U.,FREE DAMM LIMON,1/3,PACK,KR01819,FREE DAMM LIMON|1/3|PACK|KR01819,2.2391666666666667,294.05,0.44212876814291036,2025-06-16/2025-06-22,2025-06-16
0000598433-1,2025-06-19,19,3BVMLLB0,Molen,KR6BNML5,LATA 1/3 SR.,"BEER MOLEN 4,8ºNA 33CL L B24SH P",Molen,1/3,P24,KR6BNML5,Molen|1/3|P24|KR6BNML5,6.92,1472.09,0.7162411689145793,2025-06-16/2025-06-22,2025-06-16
0000598434-1,2025-06-19,19,7BNG3LB1,GRANDE,KR6BNG30,LATA 2/5,"BEER GRANDE 4,6º 44CL L B4X6 P UK X",GRANDE,2/5,UNI,KR6BNG30,GRANDE|2/5|UNI|KR6BNG30,10.034722222222221,736.01,0.21370242214532875,2025-06-16/2025-06-22,2025-06-16
0000598435-1,2025-06-19,19,7BNS9LB1,SAN MARCOS,KR6BNS90,LATA 2/5,BEER SAN MARCOS 5º 44CL L B6X4 P UK X,SAN MARCOS,2/5,UNI,KR6BNS90,SAN MARCOS|2/5|UNI|KR6BNS90,4.196666666666666,549.74,0.3816521048451152,2025-06-16/2025-06-22,2025-06-16
0000598441-1,2025-06-19,19,EN13LB24,ESTRELLA NON-ALCOHOLIC,KR01621,LATA 1/3 SR.,"ESTRELLA NON ALCOHOLIC 1/3 LATA 0,0%",ESTRELLA NON-ALCOHOLIC,1/3,UNI,KR01621,ESTRELLA NON-ALCOHOLIC|1/3|UNI|KR01621,2.4275,323.04,0.44799176107106076,2025-06-16/2025-06-22,2025-06-16
0000598442-1,2025-06-19,19,EX1324BN,ESTRELLA DAMM,KR02337,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 1/3 LATA BAND.24U.",ESTRELLA DAMM,1/3,UNI,KR02337,ESTRELLA DAMM|1/3|UNI|KR02337,6.736944444444444,941.84,0.4707046550942151,2025-06-16/2025-06-22,2025-06-16
0000601294-1,2025-06-20,19,ED13LTCW,ESTRELLA DAMM,KR00440,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00440,ESTRELLA DAMM|1/3|UNI|KR00440,16.84027777777778,3117.07,0.6232082474226804,2025-06-16/2025-06-22,2025-06-16
0000601296-1,2025-06-20,19,RL25LBAN,ROSA BLANCA,KR06301,LATA 2/5,"ROSA BLANCA 3,4 2/5LATA BJ.LCPA10F",ROSA BLANCA,2/5,UNI,KR06301,ROSA BLANCA|2/5|UNI|KR06301,5.8902777777777775,556.38,0.27521810893657156,2025-06-16/2025-06-22,2025-06-16
0000598439-1,2025-06-21,19,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,22.48611111111111,4528.02,0.7408382263616117,2025-06-16/2025-06-22,2025-06-16
